repo,chapter,figure_id,language,file_path,extension,chunk_types,plot_family,commit,local_status
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_land\CMIP5_MIROC-ESM_r1i1p1_rcp45.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_land\CMIP5_MIROC-ESM_r1i1p1_rcp85.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_land\CMIP5_MIROC-ESM-CHEM_r1i1p1_historical.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_land\CMIP5_MIROC-ESM-CHEM_r1i1p1_rcp26.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_land\CMIP5_MIROC-ESM-CHEM_r1i1p1_rcp45.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_land\CMIP5_MIROC-ESM-CHEM_r1i1p1_rcp85.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_land\CMIP5_MIROC5_r1i1p1_historical.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_land\CMIP5_MIROC5_r1i1p1_rcp26.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_land\CMIP5_MIROC5_r1i1p1_rcp45.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_land\CMIP5_MIROC5_r1i1p1_rcp85.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_land\CMIP5_MPI-ESM-LR_r1i1p1_historical.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_land\CMIP5_MPI-ESM-LR_r1i1p1_rcp26.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_land\CMIP5_MPI-ESM-LR_r1i1p1_rcp45.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_land\CMIP5_MPI-ESM-LR_r1i1p1_rcp85.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_land\CMIP5_MPI-ESM-MR_r1i1p1_historical.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_land\CMIP5_MPI-ESM-MR_r1i1p1_rcp26.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_land\CMIP5_MPI-ESM-MR_r1i1p1_rcp45.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_land\CMIP5_MPI-ESM-MR_r1i1p1_rcp85.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_land\CMIP5_MRI-CGCM3_r1i1p1_historical.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_land\CMIP5_MRI-CGCM3_r1i1p1_rcp26.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_land\CMIP5_MRI-CGCM3_r1i1p1_rcp45.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_land\CMIP5_MRI-CGCM3_r1i1p1_rcp85.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_land\CMIP5_NorESM1-M_r1i1p1_historical.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_land\CMIP5_NorESM1-M_r1i1p1_rcp26.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_land\CMIP5_NorESM1-M_r1i1p1_rcp45.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_land\CMIP5_NorESM1-M_r1i1p1_rcp85.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_ACCESS1-0_r1i1p1_historical.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_ACCESS1-0_r1i1p1_rcp45.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_ACCESS1-0_r1i1p1_rcp85.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_ACCESS1-3_r1i1p1_historical.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_ACCESS1-3_r1i1p1_rcp45.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_ACCESS1-3_r1i1p1_rcp85.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_bcc-csm1-1_r1i1p1_historical.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_bcc-csm1-1_r1i1p1_rcp26.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_bcc-csm1-1_r1i1p1_rcp45.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_bcc-csm1-1_r1i1p1_rcp85.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_bcc-csm1-1-m_r1i1p1_historical.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_bcc-csm1-1-m_r1i1p1_rcp26.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_bcc-csm1-1-m_r1i1p1_rcp45.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_bcc-csm1-1-m_r1i1p1_rcp85.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_BNU-ESM_r1i1p1_historical.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_BNU-ESM_r1i1p1_rcp26.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_BNU-ESM_r1i1p1_rcp45.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_BNU-ESM_r1i1p1_rcp85.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_CanESM2_r1i1p1_historical.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_CanESM2_r1i1p1_rcp26.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_CanESM2_r1i1p1_rcp45.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_CanESM2_r1i1p1_rcp85.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_CCSM4_r1i1p1_historical.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_CCSM4_r1i1p1_rcp26.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_CCSM4_r1i1p1_rcp45.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_CCSM4_r1i1p1_rcp85.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_CESM1-BGC_r1i1p1_historical.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_CESM1-BGC_r1i1p1_rcp45.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_CESM1-BGC_r1i1p1_rcp85.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_CMCC-CM_r1i1p1_historical.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_CMCC-CM_r1i1p1_rcp45.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_CMCC-CM_r1i1p1_rcp85.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_CMCC-CMS_r1i1p1_historical.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_CMCC-CMS_r1i1p1_rcp45.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_CMCC-CMS_r1i1p1_rcp85.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_CNRM-CM5_r1i1p1_historical.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_CNRM-CM5_r1i1p1_rcp26.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_CNRM-CM5_r1i1p1_rcp45.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_CNRM-CM5_r1i1p1_rcp85.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_CSIRO-Mk3-6-0_r1i1p1_historical.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_CSIRO-Mk3-6-0_r1i1p1_rcp26.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_CSIRO-Mk3-6-0_r1i1p1_rcp45.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_CSIRO-Mk3-6-0_r1i1p1_rcp85.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_EC-EARTH_r12i1p1_historical.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_EC-EARTH_r12i1p1_rcp26.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_EC-EARTH_r12i1p1_rcp45.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_EC-EARTH_r12i1p1_rcp85.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_GFDL-CM3_r1i1p1_historical.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_GFDL-CM3_r1i1p1_rcp26.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_GFDL-CM3_r1i1p1_rcp85.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_GFDL-ESM2G_r1i1p1_historical.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_GFDL-ESM2G_r1i1p1_rcp26.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_GFDL-ESM2G_r1i1p1_rcp45.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_GFDL-ESM2G_r1i1p1_rcp85.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_GFDL-ESM2M_r1i1p1_historical.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_GFDL-ESM2M_r1i1p1_rcp26.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_GFDL-ESM2M_r1i1p1_rcp45.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_GFDL-ESM2M_r1i1p1_rcp85.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_HadGEM2-CC_r1i1p1_historical.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_HadGEM2-CC_r1i1p1_rcp45.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_HadGEM2-CC_r1i1p1_rcp85.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_HadGEM2-ES_r1i1p1_historical.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_HadGEM2-ES_r1i1p1_rcp26.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_HadGEM2-ES_r1i1p1_rcp45.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_HadGEM2-ES_r1i1p1_rcp85.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_inmcm4_r1i1p1_historical.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_inmcm4_r1i1p1_rcp45.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_inmcm4_r1i1p1_rcp85.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_IPSL-CM5A-LR_r1i1p1_historical.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_IPSL-CM5A-LR_r1i1p1_rcp26.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_IPSL-CM5A-LR_r1i1p1_rcp45.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_IPSL-CM5A-LR_r1i1p1_rcp85.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_IPSL-CM5A-MR_r1i1p1_historical.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_IPSL-CM5A-MR_r1i1p1_rcp26.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_IPSL-CM5A-MR_r1i1p1_rcp45.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_IPSL-CM5A-MR_r1i1p1_rcp85.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_IPSL-CM5B-LR_r1i1p1_historical.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_IPSL-CM5B-LR_r1i1p1_rcp45.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_IPSL-CM5B-LR_r1i1p1_rcp85.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_MIROC-ESM_r1i1p1_historical.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_MIROC-ESM_r1i1p1_rcp26.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_MIROC-ESM_r1i1p1_rcp45.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
Atlas,,,Jupyter Notebook,Atlas\datasets-aggregated-regionally\data\CMIP5\CMIP5_pr_landsea\CMIP5_MIROC-ESM_r1i1p1_rcp85.csv,.csv,data_dependency,,ed29da33d38ae767d19caafd4cde06042cbe00f4,cloned
